date,store_id,item_id,sales,price,promo,weekday,month
2023-01-31,store_50,item_23,15,83.57,0,1,1
2023-02-01,store_50,item_23,18,66.85,1,2,2
2023-02-02,store_50,item_23,12,83.57,0,3,2
2023-02-03,store_50,item_23,16,83.57,0,4,2
2023-02-04,store_50,item_23,10,83.57,0,5,2
2023-02-05,store_50,item_23,7,83.57,0,6,2
2023-02-06,store_50,item_23,13,83.57,0,0,2
2023-02-07,store_50,item_23,16,83.57,0,1,2
2023-02-08,store_50,item_23,18,83.57,0,2,2
2023-02-09,store_50,item_23,18,66.85,1,3,2
2023-02-10,store_50,item_23,17,66.85,1,4,2
2023-02-11,store_50,item_23,9,83.57,0,5,2
2023-02-12,store_50,item_23,10,83.57,0,6,2
2023-02-13,store_50,item_23,15,83.57,0,0,2
2023-02-14,store_50,item_23,19,83.57,0,1,2
2023-02-15,store_50,item_23,18,83.57,0,2,2
2023-02-16,store_50,item_23,15,83.57,0,3,2
2023-02-17,store_50,item_23,16,83.57,0,4,2
2023-02-18,store_50,item_23,11,83.57,0,5,2
2023-02-19,store_50,item_23,7,83.57,0,6,2
2023-02-20,store_50,item_23,13,83.57,0,0,2
2023-02-21,store_50,item_23,16,83.57,0,1,2
2023-02-22,store_50,item_23,14,83.57,0,2,2
2023-02-23,store_50,item_23,18,83.57,0,3,2
2023-02-24,store_50,item_23,15,83.57,0,4,2
2023-02-25,store_50,item_23,11,83.57,0,5,2
2023-02-26,store_50,item_23,8,83.57,0,6,2
2023-02-27,store_50,item_23,13,83.57,0,0,2
2023-02-28,store_50,item_23,16,83.57,0,1,2
2023-03-01,store_50,item_23,13,83.57,0,2,3
2023-03-02,store_50,item_23,21,66.85,1,3,3
2023-03-03,store_50,item_23,16,83.57,0,4,3
2023-03-04,store_50,item_23,14,83.57,0,5,3
2023-03-05,store_50,item_23,18,66.85,1,6,3
2023-03-06,store_50,item_23,17,83.57,0,0,3
2023-03-07,store_50,item_23,14,83.57,0,1,3
2023-03-08,store_50,item_23,14,83.57,0,2,3
2023-03-09,store_50,item_23,22,66.85,1,3,3
2023-03-10,store_50,item_23,14,83.57,0,4,3
2023-03-11,store_50,item_23,11,83.57,0,5,3
2023-03-12,store_50,item_23,18,83.57,0,6,3
2023-03-13,store_50,item_23,18,83.57,0,0,3
2023-03-14,store_50,item_23,17,83.57,0,1,3
2023-03-15,store_50,item_23,14,83.57,0,2,3
2023-03-16,store_50,item_23,18,83.57,0,3,3
2023-03-17,store_50,item_23,11,83.57,0,4,3
2023-03-18,store_50,item_23,7,83.57,0,5,3
2023-03-19,store_50,item_23,15,83.57,0,6,3
2023-03-20,store_50,item_23,18,83.57,0,0,3
2023-03-21,store_50,item_23,25,83.57,0,1,3
2023-03-22,store_50,item_23,13,83.57,0,2,3
2023-03-23,store_50,item_23,12,83.57,0,3,3
2023-03-24,store_50,item_23,11,83.57,0,4,3
2023-03-25,store_50,item_23,13,83.57,0,5,3
2023-03-26,store_50,item_23,14,83.57,0,6,3
2023-03-27,store_50,item_23,13,83.57,0,0,3
2023-03-28,store_50,item_23,15,83.57,0,1,3
2023-03-29,store_50,item_23,21,66.85,1,2,3
2023-03-30,store_50,item_23,9,83.57,0,3,3
2023-03-31,store_50,item_23,14,83.57,0,4,3
2023-04-01,store_50,item_23,11,83.57,0,5,4
2023-04-02,store_50,item_23,12,83.57,0,6,4
2023-04-03,store_50,item_23,15,83.57,0,0,4
2023-04-04,store_50,item_23,18,83.57,0,1,4
2023-04-05,store_50,item_23,19,83.57,0,2,4
2023-04-06,store_50,item_23,15,83.57,0,3,4
2023-04-07,store_50,item_23,14,83.57,0,4,4
2023-04-08,store_50,item_23,12,83.57,0,5,4
2023-04-09,store_50,item_23,8,83.57,0,6,4
2023-04-10,store_50,item_23,16,83.57,0,0,4
2023-04-11,store_50,item_23,16,83.57,0,1,4
2023-04-12,store_50,item_23,17,83.57,0,2,4
2023-04-13,store_50,item_23,19,83.57,0,3,4
2023-04-14,store_50,item_23,17,83.57,0,4,4
2023-04-15,store_50,item_23,10,83.57,0,5,4
2023-04-16,store_50,item_23,15,83.57,0,6,4
2023-04-17,store_50,item_23,12,83.57,0,0,4
2023-04-18,store_50,item_23,15,83.57,0,1,4
2023-04-19,store_50,item_23,17,83.57,0,2,4
2023-04-20,store_50,item_23,8,83.57,0,3,4
2023-04-21,store_50,item_23,13,83.57,0,4,4
2023-04-22,store_50,item_23,15,83.57,0,5,4
2023-04-23,store_50,item_23,11,83.57,0,6,4
2023-04-24,store_50,item_23,16,83.57,0,0,4
2023-04-25,store_50,item_23,16,83.57,0,1,4
2023-04-26,store_50,item_23,20,66.85,1,2,4
2023-04-27,store_50,item_23,8,83.57,0,3,4
2023-04-28,store_50,item_23,14,83.57,0,4,4
2023-04-29,store_50,item_23,13,83.57,0,5,4
2023-04-30,store_50,item_23,8,83.57,0,6,4
2023-05-01,store_50,item_23,13,83.57,0,0,5
2023-05-02,store_50,item_23,13,83.57,0,1,5
2023-05-03,store_50,item_23,21,83.57,0,2,5
2023-05-04,store_50,item_23,18,83.57,0,3,5
2023-05-05,store_50,item_23,18,83.57,0,4,5
2023-05-06,store_50,item_23,11,83.57,0,5,5
2023-05-07,store_50,item_23,16,83.57,0,6,5
2023-05-08,store_50,item_23,19,83.57,0,0,5
2023-05-09,store_50,item_23,16,83.57,0,1,5
2023-05-10,store_50,item_23,18,83.57,0,2,5
2023-05-11,store_50,item_23,27,66.85,1,3,5
2023-05-12,store_50,item_23,8,83.57,0,4,5
2023-05-13,store_50,item_23,13,83.57,0,5,5
2023-05-14,store_50,item_23,8,83.57,0,6,5
2023-05-15,store_50,item_23,13,83.57,0,0,5
2023-05-16,store_50,item_23,13,83.57,0,1,5
2023-05-17,store_50,item_23,13,83.57,0,2,5
2023-05-18,store_50,item_23,16,83.57,0,3,5
2023-05-19,store_50,item_23,13,83.57,0,4,5
2023-05-20,store_50,item_23,8,83.57,0,5,5
2023-05-21,store_50,item_23,8,83.57,0,6,5
2023-05-22,store_50,item_23,7,83.57,0,0,5
2023-05-23,store_50,item_23,15,83.57,0,1,5
2023-05-24,store_50,item_23,22,83.57,0,2,5
2023-05-25,store_50,item_23,15,83.57,0,3,5
2023-05-26,store_50,item_23,16,83.57,0,4,5
2023-05-27,store_50,item_23,7,83.57,0,5,5
2023-05-28,store_50,item_23,11,83.57,0,6,5
2023-05-29,store_50,item_23,14,83.57,0,0,5
2023-05-30,store_50,item_23,14,83.57,0,1,5
2023-05-31,store_50,item_23,12,83.57,0,2,5
2023-06-01,store_50,item_23,16,83.57,0,3,6
2023-06-02,store_50,item_23,11,83.57,0,4,6
2023-06-03,store_50,item_23,9,83.57,0,5,6
2023-06-04,store_50,item_23,9,83.57,0,6,6
2023-06-05,store_50,item_23,12,83.57,0,0,6
2023-06-06,store_50,item_23,16,83.57,0,1,6
2023-06-07,store_50,item_23,14,83.57,0,2,6
2023-06-08,store_50,item_23,14,83.57,0,3,6
2023-06-09,store_50,item_23,10,83.57,0,4,6
2023-06-10,store_50,item_23,10,83.57,0,5,6
2023-06-11,store_50,item_23,11,83.57,0,6,6
2023-06-12,store_50,item_23,18,66.85,1,0,6
2023-06-13,store_50,item_23,13,83.57,0,1,6
2023-06-14,store_50,item_23,15,83.57,0,2,6
2023-06-15,store_50,item_23,8,83.57,0,3,6
2023-06-16,store_50,item_23,10,83.57,0,4,6
2023-06-17,store_50,item_23,11,83.57,0,5,6
2023-06-18,store_50,item_23,13,83.57,0,6,6
2023-06-19,store_50,item_23,15,83.57,0,0,6
2023-06-20,store_50,item_23,13,83.57,0,1,6
2023-06-21,store_50,item_23,14,83.57,0,2,6
2023-06-22,store_50,item_23,11,83.57,0,3,6
2023-06-23,store_50,item_23,11,83.57,0,4,6
2023-06-24,store_50,item_23,13,83.57,0,5,6
2023-06-25,store_50,item_23,13,83.57,0,6,6
2023-06-26,store_50,item_23,9,83.57,0,0,6
2023-06-27,store_50,item_23,14,83.57,0,1,6
2023-06-28,store_50,item_23,14,83.57,0,2,6
2023-06-29,store_50,item_23,16,83.57,0,3,6
2023-06-30,store_50,item_23,4,83.57,0,4,6
2023-07-01,store_50,item_23,11,83.57,0,5,7
2023-07-02,store_50,item_23,20,66.85,1,6,7
